student_id,Q1,Q2,Q3,Q4,Q5
5693332621,4,8,2,5,3
5693454221,3,8,8,7,4
5693586421,5,5,8,5,6
5693753021,10,3,6,8,5
5693881921,7,5,9,9,8
5693906721,4,0,7,5,4
5694033521,8,8,8,9,8
5694060121,9,1,5,5,7
5694198221,2,9,6,7,6
5694353621,5,4,4,6,3
5694451421,2,10,4,7,3
5694471721,1,6,9,5,8
5694478821,4,3,6,9,7
5694533721,7,9,9,9,5
5694535921,7,0,8,10,5
5694658421,0,2,7,6,7
5694700521,2,4,4,7,6
5694812721,6,6,4,5,6
5694903621,1,4,4,9,5
5694910221,6,5,3,9,5
5695104621,9,10,8,5,4
5695119921,1,1,9,5,6
5695152321,1,4,7,8,5
5695276421,0,9,9,9,6
5695324321,10,3,9,6,8
5695393821,7,6,9,8,8
5695455221,5,8,8,7,3
5695536321,10,6,5,8,8
5695727221,6,2,4,10,7
5695793821,7,0,6,10,8
5696068221,6,9,2,6,6
5696329521,8,4,8,5,8
5696338021,9,3,8,6,7
5696525821,10,5,2,6,6
5696614321,5,10,9,10,8
5696702721,2,3,8,6,4
5696720221,4,8,9,7,5
5696766621,0,10,5,8,8
5696874121,9,7,3,10,6
5696925221,10,0,3,8,8
5697149521,6,1,6,5,4
5697282221,2,0,4,5,3
5697321621,1,9,2,7,7
5697414221,10,7,5,9,7
5697435421,4,4,8,8,3
5697524421,0,8,3,8,3
5697574621,0,9,2,9,4
5697621821,2,4,4,8,4
5697858821,6,8,2,9,4
5697930921,1,0,9,6,8
5698111721,6,9,2,8,3
5698113921,7,1,8,5,5
5698297521,2,10,5,10,8
5698302721,6,8,3,10,8
5698418321,1,5,4,8,3
5698438021,9,1,4,7,5
5698667121,7,6,7,5,5
5698686821,2,9,6,9,8
5698848621,1,2,3,6,4
5698882621,2,2,8,7,5
5698907421,10,10,6,10,7
5698998321,8,1,5,6,6
5699052821,0,1,7,7,4
5699105821,8,4,4,5,8
5699205021,6,7,7,6,4
5699344021,4,2,8,10,3
5699383821,0,6,6,7,7
5699523821,8,9,7,10,5
5699757021,7,2,5,8,7
5699908721,1,8,7,8,7
